WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF INTERNAL VILLAGE CEMENT ROAD WITH DRAIN AT MADHASAWANGI, TA. KALMESHWAR",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/48,500000.0,44.0,RAMTEK(SC),248691.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,WS/MP18130/2025-2026/253453-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF COMMUNITY HALL AT CHANKAPUR WARD NO. 2 OPPOSITE SHIV MANDIR, TA. SAONER",2025-12-11,1000000.0,1.0,251.0,Physical Inspection,LN/MP18130/2025-2026/50,1000000.0,45.0,RAMTEK(SC),253453.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",1868881.0,2025-12-16,,151576.0,981253.0,2025-12-23,0.0,grampanchayat chanakapur,75067.0,Executive Engineer Works Zilla Parishad Nagpur,981253.0,Payment Success,5.0,282,7.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,[],0,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,0.0,False,isolation_forest,1000000.0,20,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,NA-Street lights,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"PROVIDING STREET LIGHT ELECTRIFICATION AT PAWADDAUNA NEAR PARMATMA EK SEVAK ASHRAM PAWADDAUNA FROM MAIN HIGHWAY TO ASHRAM, TA. MOUDA",2026-02-27,3000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/51,3000000.0,46.0,RAMTEK(SC),255435.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,204,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,LIGHTING_AND_ELECTRICAL,,,3000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF OPEN DRAIN AT MOUJA KHANGAON, TA. SAONER SMT. BABYTAI NAKADE HOME TO MR. RAMESH HINGONE HOME.",2026-02-27,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/53,500000.0,47.0,RAMTEK(SC),270356.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,204,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF WBM ROAD AT MOUJA KHAPA (NARSALA), TA. SAONER ZILLA PARISHAD SCHOOL TO MR. NIMJE FARM.",2026-02-27,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/54,1500000.0,48.0,RAMTEK(SC),270357.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,204,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF COMMUNITY HALL AT GRAMPANCHAYAT AMGAON (DEVALI), TA. HINGNA SANJEEVAN VRIDHASHRAM SANJEEVAN SOCIO-MEDICAL FOUNDATION",2026-08-12,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/55,1500000.0,49.0,RAMTEK(SC),270359.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,38,,False,,2026-27,2026-27,Government Agency,False,,,[],0,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF COMMUNITY HALL NEAR TELI SAMAJ DHARM SHALA AT MOUJA NAGARDHAN, TA. RAMTEK",2026-02-27,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/57,1500000.0,50.0,RAMTEK(SC),270592.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,204,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"WS/MP18130/2026-2027/280871-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"DEVELOPMENTOF AREA AT BORUJWADA, TA. SAONER NEAR HANUMAN TEMPLE N PROTECTION OF CHAIN FENCING TO OPEN PLAYGROUND",2026-05-15,500000.0,1.0,251.0,Physical Inspection,LN/MP18130/2026-2027/58,500000.0,51.0,RAMTEK(SC),280871.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-19,,,,,,MATIN NOOR SHEIKH,87741.0,Executive Engineer Works Zilla Parishad Nagpur,496717.0,Payment Success,4.0,127,,False,2026-27,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,0.18233191723204972,False,isolation_forest,999960.5,78,,True,0.95,True,0.95,TRUE_DUPLICATE,[248291.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation.",24.6,"['DUPLICATE_WORK_OVERLAP', 'FAST_TRACK_SANCTION']",2,tier_2,True,Tier 2 (Actionable Red Flag),"[""Sanctioned in 4.0 days — unusually fast relative to this district's own typical timeline"", 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation.']","Sanctioned in 4.0 days — unusually fast relative to this district's own typical timeline; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation."
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"DEVELOPMENT OF AREA NEAR NAVDURGA DEVASTHAN TRUST  UNDER PATGOWARI GRAM PAMNCHAYAT, TA. RAMTEK ",2026-08-06,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/59,1000000.0,52.0,RAMTEK(SC),301786.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,[],0,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,CONSTRUCTION OF ROAD AT SONEGAON BORI TA. NAGPUR FROM MAIN ROAD TO MR. SHANKAR KHAPNE  HOME,2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/61,1500000.0,53.0,RAMTEK(SC),303322.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,"[303334.0, 303326.0, 303327.0]","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.",29.7,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT SONEGAON BORI, TA. NAGPUR FROM MR. LATIF SAWARE HOME TO MR. RAVI RAMTEKE HOME",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/62,1500000.0,54.0,RAMTEK(SC),303326.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,"[303334.0, 303322.0]","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.",29.7,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT SONEGAON BRI, TA. NAGPUR MR. RAHUL GANVIR TO MR. NARAYAN MANDAWGADE HOME",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/63,1500000.0,55.0,RAMTEK(SC),303327.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.206,False,0.206,INDEPENDENT_PARALLEL_WORKS,"[303322.0, 303334.0]",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Sonegaon Bori vs Sonegaon Bri); low duplicate risk.,6.2,[],0,clean,False,Clean,['Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Sonegaon Bori vs Sonegaon Bri); low duplicate risk.'],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Sonegaon Bori vs Sonegaon Bri); low duplicate risk.
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT SSONEGAON BORI, TA. NAGPUR MR. MADHUKAR RODE HOME TO MR. MAYUR KHAPNE HOME ",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/64,1500000.0,56.0,RAMTEK(SC),303333.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT SONEGAON BORI, TA. NAGPUR MR. SHARAD RAMTEKE TO MR. MAHENDRA BHONGADE HOME",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/65,1500000.0,57.0,RAMTEK(SC),303334.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,"[303326.0, 303322.0, 303327.0]","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.",29.7,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Sonegaon Bori), pending physical confirmation."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT MOUJA AAJANGAON, TA. KATOL WARD NO. 2 AT MR. SAHEBRAO RAUT TO MR. BALVANTRAO PANBUDE HOME",2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/66,1000000.0,58.0,RAMTEK(SC),303384.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.211,False,0.211,INDEPENDENT_PARALLEL_WORKS,[303390.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.,6.3,[],0,clean,False,Clean,['Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.'],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT MOUJA AAJANGAON, TA. KATOL WARD NO. 3 SAMAJ BHAVAN TO MR. MAROTRAO TAMBUSKAR HOME.",2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/67,1000000.0,59.0,RAMTEK(SC),303390.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.211,False,0.211,INDEPENDENT_PARALLEL_WORKS,[303384.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.,6.3,[],0,clean,False,Clean,['Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.'],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CCONSTRUCTION OF CEMENT ROAD AT GRAM PANCHAYAT UMATHA, TA. NARKHED",2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/68,1000000.0,60.0,RAMTEK(SC),303393.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,CONSTRUCTION OF PANDHAN ROAD AT GRAM PANCHAYAT UMATHA,2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/69,1000000.0,61.0,RAMTEK(SC),303397.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"DRAIN DEEPENING WORK FROM MR. VIJAY JODH FARM TO MR. RATHI FARM AT JATLAPUR, TA. NARKHED",2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/70,1000000.0,62.0,RAMTEK(SC),303404.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AND DRAIN AT MENDHEPATHAR BAJAR, TA. KATOL AT SHESHKANYA MARWADI TO VAI ROAD.",2026-08-17,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/71,1000000.0,63.0,RAMTEK(SC),304792.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF UNDERGROUND DRAIN AT DONGARGAON, TA. KATOL",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/72,1000000.0,64.0,RAMTEK(SC),312252.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"BEAUTIFICATION AT WARD NO.5 NEAR SHIV MANDIR MANSAR, TA. RAMTEK",2026-09-04,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/73,1000000.0,65.0,RAMTEK(SC),312413.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,15,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Repair and Renovation,WS/MP18129/2026-2027/185933-Development of playground,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Repair works at Yashwantrao Chavan Girls School, Jai Bhavani Nagar Kothrud Pune.",2025-03-24,1000000.0,1.0,255.0,Physical Inspection,LN/MP18129/2024-2025/1,1000000.0,1.0,PUNE,185933.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-20,,,,,,Balaji Majur Sahkari sanstha maryadit,62302.0,"Executive Engineer, Public Works Division,Pune",999886.0,Payment Success,483.0,544,,False,2026-27,2024-25,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,REPAIR_AND_RENOVATION,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,37.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
Normal/Others,WS/MP18129/2025-2026/186051-Providing drains and gutters for public drainage,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Replacement of drainage line and concreting of road at Shivramdada Talim Ganesh Peth.,2025-03-24,999962.0,1.0,255.0,Physical Inspection,LN/MP18129/2024-2025/2,999962.0,2.0,PUNE,186051.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",1553914.0,2025-07-18,,121292.0,999962.0,2025-07-31,0.0,Balaji Majur Sahkari sanstha maryadit,62302.0,"Executive Engineer, Public Works Division,Pune",999962.0,Payment Success,116.0,544,13.0,True,2025-26,2024-25,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",30,ROADS_AND_DRAINAGE,,,999962.0,0.012564091183159074,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,41.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['Work not sanctioned within 75 days of recommendation receipt', 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion']","Work not sanctioned within 75 days of recommendation receipt; Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion"
